ct,ID-MGRS,date,prog/10,est/10,cort/10,,,,,,,,,,,,,,,,,,ct,ID-PHX-2,date,ex-prog,ex-est,ex-cort,,ct,ID-PHX-3,date,ex-prog,ex-est,ex-cort
,s,2/25/2017,na,na,13.29492901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/26/2017,na,na,41.80115607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,s,2/27/2017,na,na,22.27389831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/3/2015,27.09960474,67.36561265,46.09565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/4/2015,17.57192982,35.417154,38.60584795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/5/2015,20.11509054,64.72635815,43.96539235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/6/2015,20.68582677,97.93503937,56.02913386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/7/2015,23.8374502,55.63944223,41.43824701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/8/2015,23.24912281,71.99805068,88.09590643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/9/2015,19.8432,49.214,43.4136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/10/2015,15.67741935,36.66532258,52.53387097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/11/2015,26.87802875,72.79876797,55.23696099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/12/2015,20.40923077,66.16153846,54.91153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/13/2015,26.70583658,79.06809339,54.42723735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/14/2015,19.96953908,58.58116232,54.42805611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/15/2015,22.86,80.472,38.9904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/17/2015,29.01730382,96.03420523,111.7907445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/18/2015,31.43811395,156.7210216,45.43732809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/19/2015,25.0902439,181.9593496,36.38780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/20/2015,18.95028902,69.64547206,34.02312139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/21/2015,36.25979381,78.95876289,63.79793814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/22/2015,20.58099174,122.2727273,45.20826446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/23/2015,21.9096,73.56,50.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/24/2015,28.8675,87.65,66.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/25/2015,21.4488,130.008,40.7256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/26/2015,25.33517787,76.61857708,40.05296443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/27/2015,18.86970297,73.40792079,39.31485149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,4/28/2015,25.22926829,53.53658537,54.03658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/1/2015,22.81878669,123.7651663,40.54637965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/2/2015,26.27704918,84.76844262,59.36803279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/3/2015,38.98326693,122.8466135,67.34103586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/4/2015,35.43614458,45.84337349,75.09638554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/5/2015,39.04186047,99.74612403,37.22790698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/6/2015,23.73496933,58.64212679,60.55460123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/7/2015,28.28769231,95.09807692,50.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/8/2015,53.17615385,220.2884615,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/9/2015,38.06307692,93.94230769,55.30384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/10/2015,37.07368421,236.0779727,72.92163743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/11/2015,37.13266533,113.3927856,54.2741483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/12/2015,37.03153846,141.8903846,66.02538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/14/2015,46.91860465,215.1375969,98.59302326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/15/2015,28.24401544,99.53281853,32.90501931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/16/2015,30.06,120.0708333,106.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/17/2015,20.30103093,73.10103093,29.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/18/2015,27.91566731,123.2978723,60.27852998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/19/2015,30.39298246,175.5360624,61.52748538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/20/2015,25.7,111.1309524,65.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/21/2015,27.23606557,86.22131148,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/22/2015,28.33165049,77.47572816,69.73747573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/23/2015,35.22162162,113.0852391,58.87484407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/24/2015,34.4015444,135.4169884,62.13359073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/25/2015,27.9034749,82.97490347,39.1042471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/21/2015,30.07145791,97.03696099,81.34620123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/27/2015,30.0816,90.95,42.7632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/28/2015,29.10520231,75.6955684,67.53757225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/29/2015,19.02142857,49.75396825,39.21190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,5/30/2015,19.99148936,69.76595745,50.31411992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/1/2015,31.08489796,140.377551,56.75755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/3/2015,21.6,83.64342629,41.74183267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/4/2015,17.73692308,73.69038462,48.13846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/5/2015,25.37075099,69.42094862,62.40474308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/6/2015,26.53140496,61.75619835,60.33966942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/7/2015,48.57865613,158.4940711,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/8/2015,44.145,281.66875,96.1325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/9/2015,30.38282209,102.4887526,46.92269939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/10/2015,22.6425,77.39791667,32.9175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/11/2015,31.4757764,114.4099379,44.98881988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/12/2015,28.81558442,107.6536797,81.33766234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/13/2015,32.9025,75.07708333,38.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/14/2015,17.21162791,43.0251938,22.70465116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/15/2015,41.46585366,120.9715447,64.18780488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/16/2015,35.87244094,143.011811,58.88503937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/17/2015,28.88981289,130.8232848,119.6482328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/18/2015,28.07307692,145.6538462,54.03692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/19/2015,25.64520256,90.65671642,37.43539446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/20/2015,29.26004057,138.2981744,45.78498986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/21/2015,25.488,96.556,32.4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/21/2015,24.17445972,88.65225933,66.72612967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/22/2015,28.9697446,155.8722986,63.35717092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/23/2015,28.74193548,160.4455645,65.2233871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/24/2015,23.37380457,89.28066528,46.82494802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/25/2015,19.74,64.3125,55.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/26/2015,35.28699029,98.14757282,53.48271845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/27/2015,25.35378641,49.10291262,53.76699029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/28/2015,22.32982456,94.43664717,56.58479532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/29/2015,36.15,124.8041667,158.5625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,6/30/2015,32.62729124,161.700611,64.79266802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/1/2015,23.29156627,106.9036145,49.93253012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/2/2015,41.41082164,78.80160321,50.37354709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/3/2015,19.88704062,72.14893617,30.19729207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/4/2015,23.54457831,97.09437751,54.28674699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/5/2015,16.22535211,38.66197183,28.01287726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/6/2015,34.68097166,127.0647773,36.20890688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/7/2015,14.11560694,71.56069364,43.66242775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/8/2015,13.83083004,45.72529644,46.55573123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/9/2015,27.92470588,58.4627451,39.83764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/10/2015,36.35650485,134.6485437,92.14834951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/11/2015,29.56985743,94.34419552,56.89368635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/12/2015,30.6,192.9311024,78.37795276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/13/2015,26.32677165,130.769685,59.89370079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/14/2015,31.6368,90.96,73.7112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/15/2015,27.07080745,87.873706,53.40621118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/16/2015,26.74088292,108.756238,62.35163148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/17/2015,26.59591837,105.2959184,102.2595918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/18/2015,42.55740365,85.96551724,96.02677485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/19/2015,24.21496063,111.1220472,62.12834646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/20/2015,28.43927856,98.50701403,76.48016032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/21/2015,26.39760956,111.2011952,91.31474104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/22/2015,21.9096,112.596,62.3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/24/2015,36.0809816,87.39263804,148.3141104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/25/2015,27.10588235,76.10784314,78.67764706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/26/2015,17.55449102,118.7245509,68.21796407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/27/2015,33.78886756,66.82341651,90.71861804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/28/2015,28.39159664,38.5987395,77.18067227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/29/2015,30.24572565,71.22664016,83.75666004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/30/2015,28.33454545,106.9010101,91.78424242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,7/31/2015,29.95485149,84.98019802,88.84990099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/1/2015,21.71929825,96.40545809,74.06081871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/2/2015,30.49942197,76.40655106,87.33410405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/3/2015,22.2825,124.2375,56.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/5/2015,16.95,95.98125,73.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/6/2015,21.71020408,105.7081633,58.91020408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/7/2015,20.89937888,100.6687371,50.59130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/8/2015,26.19408284,80.95069034,73.80591716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/9/2015,21.7725,99.25833333,32.9675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/10/2015,6.768292683,124.7743902,52.48536585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/11/2015,25.89486653,106.1396304,51.30677618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/12/2015,34.0255814,90.98837209,#VALUE!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/13/2015,24.80158103,392.3083004,42.14940711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/14/2015,41.55348837,60.90891473,101.0302326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/15/2015,16.05306122,44.53469388,39.23265306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/16/2015,8.960320641,76.59719439,23.78597194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/17/2015,25.22987552,168.4045643,51.25643154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/18/2015,24.84823285,117.4802495,64.33347193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/19/2015,33.16941176,62.40588235,91.06352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/20/2015,16.95272727,106.0323232,41.27757576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/21/2015,22.63284823,53.995842,46.23866944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/22/2015,19.14378819,48.22199593,75.25784114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/23/2015,20.32325581,47.03488372,53.1255814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/25/2015,12.22857143,68.76190476,51.96666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/26/2015,14.00869565,88.26679842,39.64505929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/27/2015,20.91252567,80.16632444,43.94414784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/28/2015,24.57361377,111.4818356,53.14646272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/29/2015,17.00161943,148.4696356,51.73117409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/30/2015,17.29145129,225.5884692,41.0528827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,8/31/2015,32.64657534,211.074364,70.43131115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/13/2015,33.78461538,81.58230453,67.7563786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/14/2015,25.51111111,74.76803119,41.26003899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/15/2015,26.73684211,98.05555556,47.63539095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/16/2015,32.64657534,84.54526749,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/17/2015,10.83209877,67.29591837,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/18/2015,20.84326531,96.548,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,12/19/2015,39.3912,110.5306931,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/1/2016,34.60277228,67.03118503,35.3995842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/2/2016,22.57297297,99.10615711,70.35838641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/3/2016,37.90318471,88.37860082,49.21399177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/4/2016,33.92592593,134.0890269,78.46956522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/5/2016,31.59503106,124.7252964,65.54782609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/6/2016,34.55573123,113.9917695,40.50946502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/7/2016,14.45679012,98.78163265,45.34367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/8/2016,32.69387755,115.5680473,55.88481262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/9/2016,25.40591716,142.702,53.9168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/10/2016,32.9976,192.1461538,56.52769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/11/2016,33.63923077,176.1809145,56.66163022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/12/2016,36.75149105,167.5,64.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/13/2016,25.8075,284.499002,77.71576846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/14/2016,43.48023952,71.94011976,33.92095808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/15/2016,21.43473054,71.2038835,38.72776699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/16/2016,26.36737864,73.20408163,75.4922449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/17/2016,36.91102041,68.37649402,80.00239044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/18/2016,31.2310757,95.16700201,104.6366197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/19/2016,50.70422535,150.6803922,55.44941176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/20/2016,44.61176471,134.6605691,43.80894309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/21/2016,37.80731707,215.5393939,95.88929293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/22/2016,47.40363636,130.5489022,57.76686627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/23/2016,42.66826347,149.4603175,54.75634921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/24/2016,25.99285714,69.97368421,33.84777328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/25/2016,30.5708502,88.69685039,37.61574803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/26/2016,30.69212598,101.0909091,41.25656566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/27/2016,30.91636364,58.52631579,27.47758285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/28/2016,18.90526316,53.20750988,26.81343874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/29/2016,19.26640316,77.64848485,39.99111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/30/2016,29.93454545,192.5317919,62.30211946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,1/31/2016,58.27976879,98.84241245,37.22801556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/1/2016,31.01322957,156.8203125,53.57265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/2/2016,34.36875,149.1284585,33.23715415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/3/2016,31.54624506,192.9719439,51.0501002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/4/2016,33.05651303,187.5964215,57.32962227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/5/2016,38.7554672,237.3938224,55.34903475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/6/2016,31.11428571,54.57746479,25.12354125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/7/2016,17.81891348,129.5769981,57.57348928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/8/2016,29.55087719,165.9860835,57.60795229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/9/2016,36.07157058,276.2811881,58.27564356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/10/2016,42.29465347,205.8585462,46.41493124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/11/2016,34.0762279,246.2192308,48.67846154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/12/2016,27.96923077,177.831068,51.54640777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/13/2016,26.27650485,258.8431772,52.56130346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/14/2016,33.65376782,85.702,32.3256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/15/2016,36.2376,153.2768031,33.11890838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/16/2016,16.33684211,211.3727088,41.63340122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/17/2016,18.45458248,227.3910387,52.17678208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/18/2016,18.10264766,95.12851406,47.09076305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/19/2016,13.36565657,147.2217742,65.19758065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/20/2016,38.025,15.85686654,8.10754352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/21/2016,7.309090909,145.5898438,46.13125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/22/2016,27.18984375,139.3722772,52.64079208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/23/2016,27.38138614,131.0039216,58.5654902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/24/2016,37.95529412,114.9787645,45.38841699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/25/2016,24.36602317,106.8822314,69.67107438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/26/2016,28.67355372,72.46850394,37.45748031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/27/2016,26.1496063,28.55060729,17.63076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/28/2016,21.98623482,73.19556452,19.50241935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,2/29/2016,22.85564516,172.4038462,402.1269231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/1/2016,25.41686747,46.63600783,495.1726027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/2/2016,36.88062622,87.01386139,49.13346535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/3/2016,33.81861386,101.6546906,48.05429142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/4/2016,35.31017964,46.85062241,33.63070539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/5/2016,24.45311203,141.3034623,40.62729124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/6/2016,43.03869654,118.1040816,53.05061224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/7/2016,34.80979592,46.24902724,189.5486381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/8/2016,30.78910506,62.67184466,12.80621359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/9/2016,32.87533981,131.9524752,50.38415842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/10/2016,37.71089109,85.00779727,38.90604288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/11/2016,33.45964912,43.37449393,16.73036437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/12/2016,18.0582996,135.8439425,43.98193018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/13/2016,34.91334702,82.27360308,37.29325626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/14/2016,35.00809249,129.6115385,36.96692308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/15/2016,34.07538462,154.177551,50.23755102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/16/2016,35.94857143,164.5613682,48.0193159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/17/2016,38.98430584,130.0736196,32.54805726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/18/2016,27.57791411,150.849505,96.5449505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/19/2016,30.91722772,119.0838446,37.3202454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/20/2016,34.79263804,50.63510848,18.08915187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/21/2016,9.185798817,196.2370062,33.49355509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/22/2016,37.1002079,89.08436214,97.01234568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/23/2016,31.79259259,144.6097561,53.20162602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/24/2016,33.66585366,168.218,57.2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/25/2016,41.6448,77.66336634,47.0970297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/26/2016,29.02811881,84.11597374,38.67571116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/27/2016,30.06827133,91.6765873,37.86031746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/28/2016,21.24285714,81.32591093,32.14817814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,m,3/29/2016,28.20242915,63.28543307,27.37637795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
