ct,ID-MGRS,date,,in-prog,in-est,in-cort,,,ct,ID-WMRS,date,in-prog,in-est,in-cort  ,,,ct,ID-PHX-1,date,ex-prog,ex-est,ex-cort,,ct,ID-PHX-2,date,ex-prog,ex-est,ex-cort,,ct,ID-PHX-3,date,ex-prog,ex-est,ex-cort
,,,,,,,,,,,,,,,,,,,,,,,,297,s,6/18/2016,216.5,1336.904762,325.468254,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,298,s,6/19/2016,198.3182711,800.8644401,239.2062868,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,299,s,6/20/2016,197.2573674,1084.59725,308.0943026,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,300,s,6/21/2016,295.2426036,1186.42998,533.6252465,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,301,s,6/22/2016,234.2823529,1223.588235,472.854902,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,302,s,6/24/2016,159.5184466,679.184466,279.8524272,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,303,s,6/25/2016,314.1692308,1785.884615,653.0615385,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,304,s,6/29/2016,222.8605108,1721.552063,606.0353635,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,305,s,6/30/2016,170.712,378,211.808,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,306,s,7/12/2016,315.2177419,2233.245968,544.9596774,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,307,s,7/13/2016,326.313253,1813.232932,585.5662651,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,308,s,7/14/2016,340.6046512,1539.263566,623.2015504,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,309,s,7/17/2016,315.7207392,1351.252567,478.201232,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,310,s,7/18/2016,336.0461538,1062.461538,6569.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,311,s,7/19/2016,314.4684318,1303.360489,539.5845214,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,312,s,7/20/2016,290.5263158,885.2046784,543.9610136,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,313,s,7/21/2016,458.0963855,2568.915663,10838.38554,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,314,s,7/22/2016,297.6602317,1003.436293,744.5328185,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,315,s,7/23/2016,454.4824903,1105.038911,566.0389105,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,316,s,7/24/2016,279.8709677,868.4879032,568.016129,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,317,s,7/25/2016,427.6341948,1064.512922,792.5248509,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,318,s,7/26/2016,269.306288,1018.681542,436.6004057,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,319,s,7/27/2016,278.3907157,776.4603482,488.1547389,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,320,s,7/28/2016,382.2857143,1398.928571,463.8809524,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,321,s,7/29/2016,241.1348089,407.5050302,319.2676056,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,322,s,7/30/2016,346.5,584.1393443,310.8934426,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,323,s,7/31/2016,312.6985447,717.1517672,634.6029106,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,324,s,8/1/2016,378.7258065,2656.25,1066.717742,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,325,s,8/3/2016,337.8461538,1132.442308,623.1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,326,s,8/4/2016,250.8923077,921.7115385,600.0230769,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,327,s,8/5/2016,389.1663405,939.2563601,1099.819961,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,328,s,8/6/2016,247.5180723,991.1646586,550.5783133,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,329,s,8/7/2016,204.4541833,676.5936255,473.3784861,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,330,s,8/8/2016,236.3319838,561.8825911,402.2672065,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,331,s,8/9/2016,171.6024341,434.198783,957.4442191,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,332,s,8/10/2016,250.360396,782.7920792,474.1782178,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,333,s,8/12/2016,192.2459016,382.7868852,345.0163934,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,334,s,8/13/2016,182.2978723,477.1760155,528.8355899,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,335,s,8/14/2016,388.4247104,923.8030888,443.6293436,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,336,s,8/15/2016,252.1414538,784.0667976,490.0196464,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,337,s,8/16/2016,186.5714286,386.2896825,349.1746032,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,338,s,8/17/2016,181.0391753,678.8247423,448.6762887,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,339,s,8/18/2016,267.6461538,773.6923077,850.6384615,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,340,s,8/19/2016,270.816568,643.5502959,432.6390533,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,341,s,8/20/2016,177.355102,593.4081633,465.6244898,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,342,s,8/21/2016,196.6795367,653.976834,474.6254826,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,343,s,8/21/2016,399.1907514,1457.302505,714.4971098,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,344,s,8/22/2016,312.6666667,802.2016461,486,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,345,s,8/23/2016,150.8709677,351.2903226,402.4435484,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,346,s,8/24/2016,148.8461538,490.3076923,324.6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,347,s,8/25/2016,181.4968815,628.6902287,443.027027,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,348,s,8/26/2016,232.4363636,527.4949495,429.6,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,349,s,8/27/2016,212.765625,707.4609375,590.5546875,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,350,s,8/28/2016,239.8040816,734.0612245,564.0489796,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,351,s,8/29/2016,213.5675676,702.6061776,630.3011583,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,352,s,8/30/2016,217.3926499,582.4564797,549.9651838,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,353,s,8/31/2016,131.8153846,467.75,367.3615385,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,354,s,9/1/2016,224.1245136,788.5214008,463.0505837,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,355,s,9/2/2016,287.257732,1150.28866,565.5092784,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,356,s,9/3/2016,317.2033195,1056.742739,602.340249,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,357,s,9/4/2016,182.8023952,583.0538922,533.3333333,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,358,s,9/5/2016,270.3,926.0208333,470.4416667,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,359,s,9/6/2016,184.8688525,709.2213115,410.0655738,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,360,s,9/7/2016,251.582205,893.5009671,445.8800774,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,361,s,9/8/2016,148.030888,872.972973,351.7065637,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,362,s,9/9/2016,217.5903614,1137.369478,339.1084337,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,363,s,9/10/2016,211.176699,724.5631068,504.768932,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,364,s,9/11/2016,277.8728324,1047.7842,572.7013487,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,365,s,9/12/2016,269.6779324,811.2127237,381.3518887,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,366,s,9/13/2016,227.4545455,1215.516529,496.338843,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,367,s,9/14/2016,241.2692308,923.9615385,391.8,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,368,s,9/15/2016,306.757515,1706.933868,630.2284569,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,369,s,9/16/2016,424.5443787,1443.747535,646.556213,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,370,s,9/18/2016,294.1395349,1416.647287,470.1627907,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,371,s,9/19/2016,309.1473477,1247.288802,516.589391,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,372,s,9/20/2016,183.3454545,702.3865878,338.1333333,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,373,s,9/21/2016,224.6921529,1357.267442,528.1609658,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,374,s,9/22/2016,300.4479371,1183.280943,586.7111984,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,375,s,9/23/2016,186.8363636,652.5252525,387.2161616,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,376,s,9/24/2016,264.7484909,1479.71831,621.8028169,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,377,s,9/25/2016,233.6511628,1009.089147,292.8604651,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,378,s,9/26/2016,241.4469854,816.7983368,253.3970894,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,379,s,9/27/2016,230.8359375,984.1796875,495.328125,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,380,s,9/28/2016,237.8097087,1221.184466,480.9786408,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,381,s,9/29/2016,186.6718147,786.0810811,263.3050193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,382,s,9/30/2016,281.7609562,1158.784861,428.2948207,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,383,s,10/1/2016,346.2142857,1552.638889,632.5952381,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,384,s,10/2/2016,393.9920319,2022.123016,814.3984064,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,385,s,10/3/2016,259.3022312,1046.115538,418.1014199,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,386,s,10/5/2016,160.4512428,445.1318458,188.16826,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,387,s,10/6/2016,358.0714286,1448.833652,560.2380952,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,388,s,10/7/2016,211.843299,837.9166667,350.2268041,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,389,s,10/8/2016,275.0310559,2567.525773,751.2298137,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,390,s,10/9/2016,302.8439306,1416.480331,485.4566474,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,391,s,10/10/2016,263.8596491,1907.880539,394.5497076,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,392,s,10/11/2016,157.9919028,838.4795322,224.4291498,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,393,s,10/12/2016,198.0740741,806.8825911,333.6296296,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,394,s,10/13/2016,212.9302326,1120.534979,482.3953488,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,395,s,10/14/2016,373.8428469,1672.189922,878.9491283,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,396,s,10/16/2016,287.0564516,991.9035109,312.9677419,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,397,s,10/16/2016,219.6573705,725.9072581,223.8884462,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,398,s,10/17/2016,287.1129363,1158.187251,545.5687885,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,399,s,10/18/2016,188.4872299,655.9958932,300.4243615,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,400,s,10/19/2016,281.8770492,917.2336066,329.704918,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,401,s,10/20/2016,246.1846154,945.6346154,448.4076923,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,402,s,10/21/2016,202.7514451,676.743738,253.0867052,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,403,s,10/23/2016,281.5609756,1226.178862,478.3902439,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,404,s,10/24/2016,268.8880309,751.9111969,286.6100386,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,405,s,10/24/2016,133.1883495,651.3786408,153.9262136,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,406,s,10/25/2016,126.4488189,570.019685,245.4330709,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,407,s,10/26/2016,206.1312741,726.8918919,295.9227799,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,408,s,10/27/2016,252.4970414,1133.668639,496.7337278,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,409,s,10/28/2016,109.2277992,410.6949807,267.9150579,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,410,s,10/29/2016,238.1264822,1100.355731,345.4387352,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,411,s,10/30/2016,140.2204724,580.8070866,274.6062992,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,412,s,10/31/2016,320.7857143,1480.714286,431.6428571,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,413,s,11/1/2016,164.9706458,795.7729941,440.8062622,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,414,s,11/2/2016,208.3255814,1161.085271,343.2790698,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,415,s,11/3/2016,233.4330709,849.3897638,242.1732283,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,416,s,11/4/2016,320.9302326,1339.108527,495.9069767,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,417,s,11/5/2016,199.5230769,788.4807692,175.5692308,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,418,s,11/6/2016,240.1395349,1771.472868,651.9069767,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,419,s,11/7/2016,246.978389,998.9980354,413.1630648,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,420,s,11/8/2016,305.3696498,1621.964981,437.0661479,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,421,s,11/9/2016,261.7864078,1532.135922,327.7281553,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,422,s,11/10/2016,317.106383,1735.647969,561.4700193,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,423,s,11/11/2016,268.5150905,937.0020121,279.6458753,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,424,s,11/12/2016,324.5725646,796.8665377,282.0119284,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,425,s,11/13/2016,191.2804642,466.861167,265.787234,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,426,s,11/14/2016,272.2677165,438.6282306,231.6614173,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,427,s,11/15/2016,305.5473888,861.1992263,244,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,428,s,11/16/2016,271.9133858,1045.137795,295.1020408,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,429,s,11/17/2016,296.9302326,694.9418605,177.1860465,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,430,s,11/18/2016,322.5657371,1181.095618,288.3585657,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,431,s,11/19/2016,523.9075145,3297.880539,570.4508671,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,432,s,11/20/2016,264.5925926,893.7860082,179.8271605,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,433,s,11/21/2016,302.3166023,1258.667954,5923.528958,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,434,s,11/22/2016,341.7220077,1409.401544,351.3590734,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,435,s,11/23/2016,242.1419878,763.5902637,174.6450304,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,436,s,11/24/2016,252.8454012,1915.753425,330.739726,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,437,s,11/25/2016,300.416185,1447.919075,304.8786127,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,438,s,11/26/2016,39.14166667,108.8958333,86.50833333,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,439,s,11/28/2016,173.2269939,726.7484663,157.7586912,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,440,s,11/28/2016,319.1428571,2800.436508,430.9047619,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,441,s,11/29/2016,312.1624758,1716.615087,330.4294004,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,442,s,11/30/2016,371.8554217,2436.787149,396.7710843,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,443,s,12/1/2016,248.175,1431.145833,330.775,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,444,s,12/2/2016,262.0829876,1368.319502,214.6058091,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,445,s,12/3/2016,442.6127168,1716.936416,702.982659,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,446,s,12/4/2016,267.5076923,2086.269231,420.1846154,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,447,s,12/5/2016,652.7258687,4333.899614,1497.498069,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,448,s,12/6/2016,414.9278351,2194.886598,566.3257732,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,449,s,12/7/2016,272.7054108,2457.234469,338.0921844,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,450,s,12/8/2016,256.5560166,1722.427386,225.0871369,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,451,s,12/9/2016,202.1052632,563.7426901,113.2475634,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,452,s,12/10/2016,165.7933884,659.5247934,177.7190083,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,453,s,12/11/2016,149.3852459,622.5819672,180.0819672,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,454,s,12/12/2016,152.6257426,682.9306931,148.3722772,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,455,s,12/13/2016,152.7407407,523.0452675,256.526749,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,456,s,12/14/2016,207.4588235,557,202.5176471,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,457,s,12/15/2016,198.1069307,879.960396,210.3920792,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,458,s,12/16/2016,175.0062112,680.6004141,153.863354,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,459,s,12/17/2016,86.67206478,435.8097166,90.12955466,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,460,s,12/18/2016,147.3684211,1137.11501,290.1988304,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,461,s,12/19/2016,273.770751,1135.533597,289.8735178,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,462,s,12/20/2016,171.0184049,590.2249489,119.4110429,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,463,s,12/22/2016,199.6752475,1743.960396,229.8772277,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,464,s,12/22/2016,224.6573146,857.0140281,176.5130261,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,465,s,12/23/2016,275.2765073,995.3638254,295.6091476,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,466,s,12/24/2016,419.1532258,1968.709677,559.7903226,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,467,s,12/25/2016,307.3564155,1750.89613,325.4419552,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,468,s,12/26/2016,217.5953757,774.6242775,230.982659,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,469,s,12/27/2016,268.8096192,925.3907816,262.5330661,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,470,s,12/28/2016,248.6011561,952.9094412,231.0982659,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,471,s,12/29/2016,184.692607,753.2879377,152.8249027,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,472,s,12/30/2016,273.7190083,1048.884298,282.0495868,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,473,s,12/31/2016,306.8571429,1041.677019,253.3416149,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,474,s,1/1/2017,316.5241935,1585.625,225.9677419,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,475,s,1/2/2017,107.0805501,346.0314342,51.98428291,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,476,s,1/3/2017,212.1351889,886.2624254,321.7097416,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,477,s,1/4/2017,308.1656805,1233.925049,294.1775148,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,478,s,1/5/2017,239.3553719,953.3471074,135.5702479,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,479,s,1/7/2017,299.7844311,653.2135729,327.4011976,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,480,s,1/7/2017,285.2038835,1494.038835,326.1436893,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,481,s,1/8/2017,276.3,617.5,115.7538462,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,482,s,1/9/2017,172.4701195,402.4701195,136.7649402,,,,,,,
